LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,90:55:DE:A8:8C:80,-65, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-66,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,90:55:DE:A8:8C:80,-65, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,24:1A:E6:B4:CF:A0,-83, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,74:93:DA:64:85:8F,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,D8:59:82:A1:60:CF,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,44:22:7C:F0:80:58,-90, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,D8:59:82:A1:60:CC,-85, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,90:55:DE:A8:8C:80,-65, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,90:55:DE:97:B1:18,-87, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,fh_a88c80,90:55:DE:A8:8C:80,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-66,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,fh_a88c80,90:55:DE:A8:8C:80,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,F4:30:8B:40:BD:4E,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-02 16:51:17,1900-01-00 00:00:00,,44:22:7C:F0:80:5B,-89, ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,QUIÑONES,24:1A:E6:B4:CF:A0,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,Eno 6ghz,74:93:DA:64:85:8F,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,D8:59:82:A1:60:CF,-89, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,Cronet_2,44:22:7C:F0:80:58,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,Motita,D8:59:82:A1:60:CC,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,fh_a88c80,90:55:DE:A8:8C:80,-66, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,THE FAMILY,90:55:DE:97:B1:18,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,QUIÑONES,24:1A:E6:B4:CF:A0,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-02 16:51:17,1900-01-00 00:00:00,,6C:D8:19:63:D4:70,-66, ,0.000000,0.000000,0.000,0.000,AP
